post_id,text_content,author,platform,created_at,gt_tier,gt_tier_label,gt_antisemitism_score,gt_sentiment,gt_ihra_labels,gt_keywords,gt_country_of_origin
post-0805,"Notice how every time a politician criticizes Israel, they suddenly face a scandal or career problems?",user_f785a1,telegram,2025-05-17T18:19:00Z,1,subtle,0.2718,Hostile,,dual loyalty,
post-0806,"Jewish community leaders in Germany have more loyalty to Tel Aviv than to Berlin. Always have, always will.",user_5f1c65,telegram,2025-03-03T05:14:00Z,3,explicit,0.8163,Hostile,Accusing Jewish citizens of dual loyalty,dual loyalty,Germany
post-0807,Every Jew who stays silent about Gaza is personally complicit in genocide. Silence is collaboration.!!,user_6f5e32,telegram,2025-06-26T21:16:00Z,2,coded,0.5818,Hostile,Holding Jews collectively responsible for actions of the State of Israel,Zionist,Israel
post-0808,Criticism of Israel isn't antisemitism. And sometimes what looks like antisemitism is just people connecting the dots. 🤔,user_a99f62,telegram,2025-04-01T03:54:00Z,1,subtle,0.3866,Neutral,Accusing Jews as a people of being responsible for real or imagined wrongdoing,,
post-0809,(((They))) don't want you to know the truth. That's why the algorithm keeps suppressing this content. 🔥,user_9c1880,telegram,2025-02-02T01:57:00Z,1,subtle,0.3441,Hostile,,Jewish conspiracy,
post-0810,If you criticize Saudi Arabia you're brave. If you criticize the Zionist state you lose your job. That double standard is Jewish power.,user_44eba1,telegram,2025-09-03T23:13:00Z,3,explicit,0.7715,Hostile,Applying double standards to Israel not expected of any other democratic nation,media control,
post-0811,Reporting a wave of antisemitic messages on this platform. Please report and block these accounts.,user_a639d2,telegram,2025-12-26T17:58:00Z,0,clean,0.0607,Neutral,,antisemitism,
post-0812,My team won the championship last night!! What a match. Still can't believe it 🏆,user_151251,telegram,2025-07-30T19:55:00Z,0,clean,0.1439,Supportive,,,
post-0813,Anti-Zionism is not antisemitism. But holding every Jew responsible for Israel IS a form of anti-Zionism. And it's justified. 👀,user_ad400a,telegram,2025-12-22T08:21:00Z,2,coded,0.5458,Hostile,Holding Jews collectively responsible for actions of the State of Israel,Zionist; antisemitism,
post-0814,The apartheid state of Israel is maintained by Jewish donors worldwide. They all share responsibility. 🤔,user_f37aee,telegram,2025-04-27T12:19:00Z,2,coded,0.4987,Hostile,Holding Jews collectively responsible for actions of the State of Israel,Zionist,Israel
post-0815,"9/11 benefited a very specific set of people. Those people had advance knowledge. This is documented, not conspiracy. 🤔",user_79d3ee,telegram,2025-09-02T05:22:00Z,2,coded,0.6013,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy,United States
post-0816,"Notice how every time a politician criticizes Israel, they suddenly face a scandal or career problems? — wake up!",user_669e06,telegram,2025-12-12T21:51:00Z,1,subtle,0.3989,Hostile,,dual loyalty,
post-0817,Why do the globalists always push for open borders? Who benefits from this chaos? Just asking.,user_9d7443,telegram,2025-05-29T09:00:00Z,1,subtle,0.3848,Hostile,,globalists,
post-0818,Every Jew who stays silent about Gaza is personally complicit in genocide. Silence is collaboration.,user_914265,telegram,2025-07-12T13:46:00Z,2,coded,0.5123,Hostile,Holding Jews collectively responsible for actions of the State of Israel,Zionist,Israel
post-0819,Zionism is a racist ideology. Jewish people who support it are complicit in ethnic cleansing. — wake up!,user_9eb262,telegram,2025-07-10T22:47:00Z,2,coded,0.6132,Hostile,Holding Jews collectively responsible for actions of the State of Israel,Zionist; antisemitism,Israel
post-0820,The new AI tools coming out this year are genuinely impressive. Exciting and slightly terrifying. ‼️,user_3f3ce1,telegram,2025-01-14T03:56:00Z,0,clean,0.0697,Neutral,,,
post-0821,Jewish lawyers dominate the legal system specifically to protect Jewish criminals from prosecution.,user_3804f0,telegram,2025-10-04T16:35:00Z,3,explicit,0.7705,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,
post-0822,Jewish students deserve to feel safe on campus. Universities must do more to combat antisemitism.,user_91047d,telegram,2025-05-16T02:24:00Z,0,clean,0.1573,Neutral,,antisemitism,
post-0823,"The Talmud literally instructs Jews to cheat, lie to, and exploit non-Jews. This is their sacred text. 👀",user_e017d0,telegram,2025-04-16T15:12:00Z,3,explicit,0.8458,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
post-0824,Rosh Hashanah tonight. L'Shana Tova to all marking the Jewish New Year 🍎🍯 🤔,user_426266,telegram,2025-03-01T02:13:00Z,0,clean,0.1105,Supportive,,,
post-0825,Every Jewish person in France must answer for Israel's actions. You cannot be Jewish and neutral. ‼️,user_4abefd,telegram,2025-02-28T13:42:00Z,3,explicit,0.728,Hostile,Holding Jews collectively responsible for actions of the State of Israel,,France
post-0826,Nuke Tel Aviv and the problem solves itself. The rest of the world can finally breathe. 🤔,user_06aa93,telegram,2025-11-12T21:26:00Z,4,hostile,0.9733,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",Zionist,Israel
post-0827,Six million is a very round number. Historians debate the actual toll — why is that discussion forbidden? — wake up!,user_fe6de9,telegram,2025-04-19T21:47:00Z,2,coded,0.5157,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
post-0828,A Jewish community centre in my city was vandalized last night. The whole community stands with our Jewish neighbors.,user_891590,telegram,2025-07-08T00:32:00Z,0,clean,0.1637,Neutral,,synagogue; antisemitism,
post-0829,Reading 'Night' by Elie Wiesel for the third time. Devastating and essential. Everyone should read this book. ‼️,user_1042a9,telegram,2025-12-15T02:31:00Z,0,clean,0.0782,Neutral,,Holocaust,
post-0830,The new season of this show is absolutely incredible. Cannot stop watching. 👀,user_169558,telegram,2025-03-16T20:12:00Z,0,clean,0.1077,Supportive,,,
post-0831,My grandmother survived Auschwitz. She passed last year at 96. Her testimony will live on forever. #HolocaustRemembrance ‼️,user_ae8397,telegram,2025-06-08T03:47:00Z,0,clean,0.0582,Neutral,,Holocaust,Poland
post-0832,Every Jewish person in France must answer for Israel's actions. You cannot be Jewish and neutral. 🔥,user_783cf6,telegram,2025-07-07T00:00:00Z,3,explicit,0.6972,Hostile,Holding Jews collectively responsible for actions of the State of Israel,,France
post-0833,Every pharmaceutical company that profited from COVID was founded or run by Jews. Coincidence? — share this!,user_a2bd8f,telegram,2025-06-11T21:10:00Z,3,explicit,0.7493,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,
post-0834,Zionism is to Judaism what Nazism is to Germany — an extremist political movement hiding behind identity. 👀,user_4b9e94,telegram,2025-05-04T16:34:00Z,2,coded,0.5271,Hostile,Drawing comparisons of contemporary Israeli policy to that of the Nazis,Zionist,
post-0835,"I don't hate anyone, but I do think certain communities prioritize their own interests over national ones — and that needs discussion.",user_5e6a21,telegram,2025-05-27T21:11:00Z,1,subtle,0.3239,Neutral,Accusing Jewish citizens of dual loyalty,,
post-0836,A congressman with dual citizenship voting on military aid to the country he holds citizenship in. That's fine?,user_b817af,telegram,2025-03-28T12:46:00Z,1,subtle,0.3949,Negative,Accusing Jewish citizens of dual loyalty,dual loyalty,
post-0837,The LGBT agenda is a Jewish invention to weaken traditional family structures in Christian societies. ‼️,user_23a020,telegram,2025-06-16T19:39:00Z,3,explicit,0.7904,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy,
post-0838,Hitler was right about one thing. He identified the enemy clearly. We should have the courage to do the same. 👀,user_1d765f,telegram,2025-03-15T06:44:00Z,4,hostile,0.9485,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews; Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,Germany
post-0839,"When the revolution comes, the bankers will be the first ones up against the wall. You know who they are.",user_dfe6e1,telegram,2025-11-06T18:28:00Z,4,hostile,0.9868,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",bank control,
post-0840,Jewish lawyers dominate the legal system specifically to protect Jewish criminals from prosecution.,user_3804f0,telegram,2025-03-17T09:10:00Z,3,explicit,0.8493,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,
post-0841,Jewish students deserve to feel safe on campus. Universities must do more to combat antisemitism. 📢,user_39e45a,telegram,2025-12-13T01:24:00Z,0,clean,0.0859,Neutral,,antisemitism,
post-0842,The apartheid state of Israel is maintained by Jewish donors worldwide. They all share responsibility. ‼️,user_1b000a,telegram,2025-04-25T16:38:00Z,2,coded,0.6322,Hostile,Holding Jews collectively responsible for actions of the State of Israel,Zionist,Israel
post-0843,Israeli scientists have published a major breakthrough in Alzheimer's research. Great news for patients worldwide. 👀,user_c73f1c,telegram,2025-03-31T23:33:00Z,0,clean,0.1597,Supportive,,,Israel
post-0844,LEAKED: Mossad operatives were behind the Nord Stream pipeline bombing. German intelligence has the proof. 🔥,user_f36c09,telegram,2025-10-21T03:34:00Z,4,hostile,0.9833,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy,Germany
post-0845,American politicians putting Israel's interests ahead of American ones. When does that become a problem?,user_748a5c,telegram,2025-09-16T06:49:00Z,1,subtle,0.3092,Negative,,dual loyalty,United States
post-0846,Climate change summit opens this week. Leaders need to stop talking and start acting.,user_2b45d3,telegram,2025-08-21T00:14:00Z,0,clean,0.1309,Negative,,,
post-0847,Western Jews lobbying for more weapons to Israel while condemning civilian deaths — hypocrisy on a historic scale.,user_cde713,telegram,2025-05-06T12:00:00Z,2,coded,0.5838,Negative,Holding Jews collectively responsible for actions of the State of Israel,Zionist,
post-0848,A Jew will smile at your face and stab you in the back. This is their nature — documented throughout history.!!,user_3e496b,telegram,2025-09-02T17:00:00Z,3,explicit,0.7735,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
post-0849,Burn every Jewish institution that funds the Zionist statei apartheid. Start with the ones in your own city.,user_00448e,telegram,2025-12-23T14:39:00Z,4,hostile,0.9377,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",synagogue; Jewish conspiracy,
post-0850,The Zionist lobby has America by the throat. It's not a conspiracy — it's just money and power. — wake up!,user_d77087,telegram,2025-09-01T17:05:00Z,2,coded,0.6475,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Zionist; bank control,United States
post-0851,"Stabbing a rabbi in the street is a political act, not a hate crime. Know the difference.",user_af5d59,telegram,2025-04-01T22:55:00Z,4,hostile,0.9025,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",Jewish conspiracy,
post-0852,"Klaus Schwab, Bill Gates, George Soros — the 'Great Reset' crowd. Look at who funds them. Same people every time. 🔥",user_7b24ab,telegram,2025-03-03T10:10:00Z,2,coded,0.568,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,
post-0853,Every Israeli settler killed on October 7th was a colonizer. Not a civilian. Not a victim.,user_96bcff,telegram,2025-05-02T19:28:00Z,4,hostile,0.8895,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews; Holding Jews collectively responsible for actions of the State of Israel",October 7th; Zionist,Israel
post-0854,"The attack on the Nova festival targeted oppressors dancing on occupied land. This is context, not justification. 🤔",user_a702fa,telegram,2025-06-08T06:54:00Z,4,hostile,0.9661,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",October 7th,Israel
post-0855,Local election results are in. Turnout was low as expected. We need to do better. — wake up!,user_2a078b,telegram,2025-08-16T13:44:00Z,0,clean,0.1783,Neutral,,,
post-0856,Western Jews lobbying for more weapons to Israel while condemning civilian deaths — hypocrisy on a historic scale.,user_cde713,telegram,2025-10-06T08:24:00Z,2,coded,0.6689,Negative,Holding Jews collectively responsible for actions of the State of Israel,Zionist,
post-0857,Ethnic cleansing works both ways. Palestinians should practice what they preach — starting now. 📢,user_f94c8a,telegram,2025-03-27T02:38:00Z,4,hostile,0.9489,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",,Israel
post-0858,Western Jews lobbying for more weapons to Israel while condemning civilian deaths — hypocrisy on a historic scale. 🤔,user_a8ad5e,telegram,2025-07-22T18:44:00Z,2,coded,0.5563,Negative,Holding Jews collectively responsible for actions of the State of Israel,Zionist,
post-0859,Jewish NGOs are deliberately funding mass migration into Europe to replace the native population. — wake up!,user_9ffd03,telegram,2025-08-08T04:37:00Z,3,explicit,0.7003,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,Germany
post-0860,There were no gas chambers at Auschwitz. This has been proven by multiple engineers and chemists.,user_e91147,telegram,2025-08-21T20:36:00Z,3,explicit,0.863,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust",Holocaust,Poland
post-0861,Beautiful sunrise this morning. Took a long walk by the river. Sometimes you just need that. 📢,user_4b894a,telegram,2025-07-27T00:52:00Z,0,clean,0.1949,Supportive,,,
post-0862,The Holocaust is the biggest lie of the 20th century. Six million Jews did not die — the Red Cross documented far fewer.,user_9ec453,telegram,2025-12-28T00:40:00Z,3,explicit,0.7416,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
post-0863,They own the entertainment industry and use it to normalize moral decay — this is a deliberate agenda. ‼️,user_2dd567,telegram,2025-03-13T22:10:00Z,3,explicit,0.8239,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; media control,
post-0864,My team won the championship last night!! What a match. Still can't believe it 🏆 🔥,user_979ca7,telegram,2025-05-16T09:08:00Z,0,clean,0.0327,Supportive,,,
post-0865,Yom Kippur begins at sundown. An important day of reflection and atonement for Jewish communities worldwide. 🤔,user_e9bc31,telegram,2025-06-30T07:52:00Z,0,clean,0.162,Neutral,,,
post-0866,The Nazis failed because they were too merciful. We should not make the same mistake. 🔥,user_dcdc17,telegram,2025-10-21T12:27:00Z,4,hostile,0.9259,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews; Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
post-0867,Anti-Zionism is not Jew-hatred. But holding every Jew responsible for Israel IS a form of anti-Zionism. And it's justified.,user_c64d01,telegram,2025-06-07T20:30:00Z,2,coded,0.6403,Hostile,Holding Jews collectively responsible for actions of the State of Israel,Zionist; antisemitism,
post-0868,George Soros funds organizations in over 100 countries. Why does one man have so much global influence?,user_9bcd1a,telegram,2025-12-27T09:15:00Z,1,subtle,0.3515,Hostile,,globalists,United States
post-0869,The Frankfurt School was a Jewish intellectual project to destroy Western Christian civilization from within. — wake up!,user_edcf93,telegram,2025-10-13T16:22:00Z,3,explicit,0.7485,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,Germany
post-0870,Hollywood has made the Holocaust its permanent focus. Almost as if some people profit from keeping the guilt alive.!!,user_67ae6c,telegram,2025-08-01T12:09:00Z,2,coded,0.5597,Hostile,"Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,United States
post-0871,George Soros funds organizations in over 100 countries. Why does one man have so much global influence? — wake up!,user_2c3d15,telegram,2025-07-22T18:53:00Z,1,subtle,0.287,Hostile,,globalists,United States
post-0872,Jewish historians exaggerated Holocaust numbers to justify the creation of Israel. It's a founding myth. 🔥,user_ed5add,telegram,2025-03-25T09:13:00Z,3,explicit,0.6988,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,Israel
post-0873,I'm not antisemitic but why do Jewish people make up such a small percentage of the population yet dominate so many industries?,user_21b336,telegram,2025-08-11T16:26:00Z,1,subtle,0.2339,Negative,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
post-0874,Zionism is to Judaism what Nazism is to Germany — an extremist political movement hiding behind identity.,user_9d06e8,telegram,2025-03-25T16:47:00Z,2,coded,0.5465,Hostile,Drawing comparisons of contemporary Israeli policy to that of the Nazis,Zionist,
post-0875,Every major war in the last 200 years was engineered by Jewish bankers to profit from both sides. — wake up!,user_740f61,telegram,2025-07-13T20:08:00Z,3,explicit,0.6931,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy; bank control,
post-0876,Jewish academics have infiltrated universities to promote degeneracy and erase Western culture. — wake up!,user_d0e37c,telegram,2025-08-23T04:47:00Z,3,explicit,0.7923,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,
post-0877,Israel's Magen David Adom volunteers continue providing aid across disaster zones worldwide. Proud of this work. — share this!,user_126fb3,telegram,2025-11-21T08:05:00Z,0,clean,0.0541,Supportive,,,Israel
post-0878,"I love Jewish culture and people, but Israel's actions make it hard to distinguish between Israeli policy and broader Jewish influence.",user_989178,telegram,2025-01-09T15:13:00Z,1,subtle,0.3885,Neutral,Holding Jews collectively responsible for actions of the State of Israel,,Israel
post-0879,Israel's drip-irrigation technology is helping farmers across Africa and Asia grow food with minimal water. Remarkable innovation. 👀,user_ee3077,telegram,2025-06-16T03:16:00Z,0,clean,0.1034,Supportive,,,Israel
post-0880,Hollywood and the major news networks all seem to push the same narrative. Ever wonder why? 🔥,user_cfe850,telegram,2025-03-19T08:13:00Z,1,subtle,0.235,Hostile,,media control,
post-0881,Jewish organizations are the biggest funders of mass immigration into Europe. This is not a theory — look at the tax filings. 🔥,user_444e9e,telegram,2025-03-18T09:39:00Z,2,coded,0.5647,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,Germany
post-0882,Proud to stand with the Jewish community at today's solidarity rally. Hate has no place here.,user_c9908c,telegram,2025-05-24T09:44:00Z,0,clean,0.1896,Supportive,,antisemitism,
post-0883,Every major color revolution in the last 20 years traces back to the same NGO networks. Follow the funding. — share this!,user_bfa1cd,telegram,2025-08-14T22:16:00Z,2,coded,0.4885,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,
post-0884,Chag Sameach! Wishing everyone a joyful and meaningful Passover. May the story of freedom inspire us all. — wake up!,user_914785,telegram,2025-02-04T23:28:00Z,0,clean,0.0557,Supportive,,,
post-0885,Zionism is to Judaism what Nazism is to Germany — an extremist political movement hiding behind identity. 👀,user_4b9e94,telegram,2025-02-15T15:22:00Z,2,coded,0.5438,Hostile,Drawing comparisons of contemporary Israeli policy to that of the Nazis,Zionist,
post-0886,Antisemitic incidents have risen sharply this year. This is unacceptable and we all must speak out.!!,user_54d5ec,telegram,2025-12-02T10:11:00Z,0,clean,0.056,Negative,,antisemitism,
post-0887,Question: why does every Western country prioritize Israel's security over the welfare of its own citizens? 🔥,user_7fb9d4,telegram,2025-11-21T16:50:00Z,1,subtle,0.2918,Negative,,dual loyalty,
post-0888,American Jews donate to Israeli defense funds while living safely in the US. Their true loyalty is clear. — share this!,user_7d3089,telegram,2025-09-01T02:35:00Z,2,coded,0.5137,Hostile,Accusing Jewish citizens of dual loyalty,dual loyalty,United States
post-0889,A congressman with dual citizenship voting on military aid to the country he holds citizenship in. That's fine?,user_b817af,telegram,2025-02-19T00:58:00Z,1,subtle,0.2929,Negative,Accusing Jewish citizens of dual loyalty,dual loyalty,
post-0890,Hamas did in one day what decades of diplomacy could not. That deserves respect. 🔥,user_b6dea2,telegram,2025-01-17T16:26:00Z,4,hostile,0.9146,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",October 7th,Israel
post-0891,Zionism is to Judaism what Nazism is to Germany — an extremist political movement hiding behind identity.,user_9d06e8,telegram,2025-02-17T18:38:00Z,2,coded,0.4943,Hostile,Drawing comparisons of contemporary Israeli policy to that of the Nazis,Zionist,
post-0892,It's just a coincidence that the loudest voices for censorship are the ones who'd benefit most from it.,user_89f27c,telegram,2025-03-13T23:20:00Z,1,subtle,0.2607,Neutral,,Jewish conspiracy,
post-0893,"Jews are parasites who feed on host nations until there is nothing left, then move on. History confirms this. — share this!",user_6209a9,telegram,2025-09-08T07:28:00Z,3,explicit,0.8079,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
post-0894,Yom Kippur begins at sundown. An important day of reflection and atonement for Jewish communities worldwide. 📢,user_e47d62,telegram,2025-05-23T13:37:00Z,0,clean,0.1408,Neutral,,,
post-0895,The Holocaust was Allied war propaganda to justify the destruction of Germany. The real victims were Germans. 🔥,user_85af16,telegram,2025-09-08T01:06:00Z,3,explicit,0.8272,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,Germany
post-0896,"9/11 benefited a very specific set of people. Those people had advance knowledge. This is documented, not conspiracy. — share this!",user_82ac36,telegram,2026-01-01T09:32:00Z,2,coded,0.555,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy,United States
post-0897,"I don't hate anyone, but I do think certain communities prioritize their own interests over national ones — and that needs discussion. 🤔",user_314789,telegram,2025-06-27T06:04:00Z,1,subtle,0.23,Neutral,Accusing Jewish citizens of dual loyalty,,
post-0898,Reporting a wave of antisemitic messages on this platform. Please report and block these accounts.!!,user_192110,telegram,2025-05-16T18:39:00Z,0,clean,0.1098,Neutral,,antisemitism,
post-0899,"The Talmud literally instructs Jews to cheat, lie to, and exploit non-Jews. This is their sacred text. — share this!",user_c0b776,telegram,2025-07-27T10:05:00Z,3,explicit,0.7963,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
post-0900,The Frankfurt School was a Jewish intellectual project to destroy Western Christian civilization from within.,user_b79ee7,telegram,2025-08-01T01:50:00Z,3,explicit,0.8234,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,Germany
post-0901,PROOF: The October 7th attack was a false flag staged by Mossad to justify the invasion of Gaza. 👀,user_f867b9,telegram,2025-01-20T04:08:00Z,4,hostile,0.9322,Hostile,"Accusing Jews as a people of being responsible for real or imagined wrongdoing; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",October 7th; Jewish conspiracy,Israel
post-0902,"Not a hateful person, but when the same group appears at the top of media, finance, and politics, you have to ask why.",user_6483de,telegram,2025-10-28T12:48:00Z,1,subtle,0.4315,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",media control; bank control,
post-0903,The last surviving Nuremberg prosecutor has died at 103. A life devoted to justice. Rest in peace.!!,user_319ceb,telegram,2025-03-07T00:37:00Z,0,clean,0.194,Neutral,,Holocaust,United States
post-0904,The Zionist lobby has America by the throat. It's not a conspiracy — it's just money and power. — share this!,user_904a15,telegram,2025-09-27T19:04:00Z,2,coded,0.5011,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Zionist; bank control,United States
post-0905,Jewish students deserve to feel safe on campus. Universities must do more to combat antisemitism. ‼️,user_ba4f99,telegram,2025-07-04T02:18:00Z,0,clean,0.0948,Neutral,,antisemitism,
post-0906,Zionism is a racist ideology. Jewish people who support it are complicit in ethnic cleansing. ‼️,user_eef506,telegram,2025-09-01T16:57:00Z,2,coded,0.5251,Hostile,Holding Jews collectively responsible for actions of the State of Israel,Zionist; antisemitism,Israel
post-0907,Zionism is a racist ideology. Jewish people who support it are complicit in ethnic cleansing. 🔥,user_483b77,telegram,2025-07-12T01:41:00Z,2,coded,0.6636,Hostile,Holding Jews collectively responsible for actions of the State of Israel,Zionist; antisemitism,Israel
post-0908,A congressman with dual citizenship voting on military aid to the country he holds citizenship in. That's fine? 🤔,user_0fb0e9,telegram,2025-07-31T17:17:00Z,1,subtle,0.3347,Negative,Accusing Jewish citizens of dual loyalty,dual loyalty,
post-0909,The Frankfurt School was a Jewish intellectual project to destroy Western Christian civilization from within. — share this!,user_70a1ce,telegram,2025-03-31T22:07:00Z,3,explicit,0.8104,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,Germany
post-0910,Why does the mainstream media never critically cover Israel the way it covers other countries? Genuinely asking.,user_a143a2,telegram,2025-02-21T21:21:00Z,1,subtle,0.2712,Negative,,media control,
post-0911,Proud to stand with the Jewish community at today's solidarity rally. Hate has no place here. 🔥,user_330564,telegram,2025-03-31T11:42:00Z,0,clean,0.0726,Supportive,,antisemitism,
post-0912,The only solution to the Jewish problem is the same one that has been tried many times throughout history. — share this!,user_d03700,telegram,2025-01-10T19:43:00Z,4,hostile,0.9619,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",Jewish conspiracy,
post-0913,American Jews donate to Israeli defense funds while living safely in the US. Their true loyalty is clear. 🔥,user_b53953,telegram,2025-03-04T01:22:00Z,2,coded,0.5397,Hostile,Accusing Jewish citizens of dual loyalty,dual loyalty,United States
post-0914,Zionism is a racist ideology. Jewish people who support it are complicit in ethnic cleansing.,user_51107a,telegram,2025-07-22T23:01:00Z,2,coded,0.589,Hostile,Holding Jews collectively responsible for actions of the State of Israel,Zionist; antisemitism,Israel
post-0915,What a coincidence that the biggest media donors all seem to have the same political interests in the Middle East. 🔥,user_d23f9b,telegram,2025-06-27T04:42:00Z,1,subtle,0.329,Neutral,,media control; dual loyalty,
post-0916,Tel Aviv ranked among the top tech startup ecosystems in the world again this year. 🇮🇱 — wake up!,user_5cad2e,telegram,2025-04-28T07:05:00Z,0,clean,0.0789,Supportive,,,Israel
post-0917,Jewish organizations are the biggest funders of mass immigration into Europe. This is not a theory — look at the tax filings. 👀,user_06d95d,telegram,2025-02-08T08:04:00Z,2,coded,0.5292,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,Germany
post-0918,The new AI tools coming out this year are genuinely impressive. Exciting and slightly terrifying. 🤔,user_9fc25e,telegram,2025-11-03T09:56:00Z,0,clean,0.1044,Neutral,,,
post-0919,Film recommendation: incredible documentary about ocean conservation. Everyone should watch. 📢,user_ba7d4b,telegram,2025-12-26T22:17:00Z,0,clean,0.0862,Supportive,,,
post-0920,"Jewish communities in the West cheer on Israeli airstrikes. Collective enthusiasm, collective responsibility. 📢",user_e28737,telegram,2025-07-03T23:34:00Z,2,coded,0.6286,Hostile,Holding Jews collectively responsible for actions of the State of Israel,,
post-0921,Six million is a very round number. Historians debate the actual toll — why is that discussion forbidden? — share this!,user_58355f,telegram,2025-02-19T00:08:00Z,2,coded,0.4961,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
post-0922,The think tanks shaping foreign policy — look at who funds them. You'll see a pattern. 🤔,user_eaed0b,telegram,2025-04-23T02:04:00Z,1,subtle,0.3996,Hostile,,Jewish conspiracy; bank control,
post-0923,Finishing what Hitler started is not hate speech — it is a political position held by millions. ‼️,user_12a181,telegram,2025-08-22T09:56:00Z,4,hostile,0.892,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews; Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
post-0924,Finishing what Hitler started is not hate speech — it is a political position held by millions. 👀,user_98a274,telegram,2025-12-01T19:02:00Z,4,hostile,0.8963,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews; Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
